num_samples,L,Lvalid
535500,720.890460865,635.072776414
537000,720.909486597,635.595867455
537000,720.909486597,635.595867455
538500,723.000571381,630.910466488
538500,723.000571381,630.910466488
540000,720.758072639,628.12756487
540000,720.758072639,628.12756487
541500,722.268336648,630.742719269
541500,722.268336648,630.742719269
543000,722.740170427,629.185059054
543000,722.740170427,629.185059054
544500,722.520003895,635.917996917
544500,722.520003895,635.917996917
546000,723.034088918,627.625134329
546000,723.034088918,627.625134329
547500,722.197163256,638.198877601
547500,722.197163256,638.198877601
549000,723.047771967,635.781954724
549000,723.047771967,635.781954724
550500,722.574326801,632.841851539
550500,722.574326801,632.841851539
552000,723.0637654,641.60393914
552000,723.0637654,641.60393914
553500,722.877779772,636.565332654
553500,722.877779772,636.565332654
555000,723.94661046,641.242964561
555000,723.94661046,641.242964561
556500,722.571805191,634.614527213
556500,722.571805191,634.614527213
558000,722.985620001,639.678625637
558000,722.985620001,639.678625637
559500,724.107244403,631.56069104
559500,724.107244403,631.56069104
561000,724.919722722,632.045398353
561000,724.919722722,632.045398353
562500,724.822679989,644.783385231
562500,724.822679989,644.783385231
564000,724.847729442,632.450890423
564000,724.847729442,632.450890423
565500,725.973566745,639.667475348
565500,725.973566745,639.667475348
567000,725.915916321,639.545766908
567000,725.915916321,639.545766908
568500,722.095460923,633.576175289
568500,722.095460923,633.576175289
570000,726.684869163,637.283943287
570000,726.684869163,637.283943287
571500,724.831356768,633.247487909
571500,724.831356768,633.247487909
573000,727.680280452,635.523108188
573000,727.680280452,635.523108188
574500,725.622621109,635.453730117
574500,725.622621109,635.453730117
576000,725.048211626,631.550794763
576000,725.048211626,631.550794763
577500,726.476656477,632.834042287
577500,726.476656477,632.834042287
579000,725.80143904,640.038590644
579000,725.80143904,640.038590644
580500,727.016194587,635.223449406
580500,727.016194587,635.223449406
582000,726.821338009,627.273209103
582000,726.821338009,627.273209103
583500,727.541635105,643.759271389
583500,727.541635105,643.759271389
585000,727.679538056,641.609405427
585000,727.679538056,641.609405427
586500,724.169357319,640.840768719
586500,724.169357319,640.840768719
588000,727.272979987,644.827882788
588000,727.272979987,644.827882788
589500,727.251008466,644.874816613
589500,727.251008466,644.874816613
591000,728.933462382,640.410622764
591000,728.933462382,640.410622764
592500,729.066677903,647.729657541
592500,729.066677903,647.729657541
594000,727.883099168,639.833552172
594000,727.883099168,639.833552172
595500,727.343142925,644.028564146
595500,727.343142925,644.028564146
597000,728.21709925,630.492144973
597000,728.21709925,630.492144973
598500,727.139022469,642.87625708
598500,727.139022469,642.87625708
600000,728.477238665,636.696910843
600000,728.477238665,636.696910843
601500,727.297853286,641.113987442
601500,727.297853286,641.113987442
603000,728.915104859,641.067843636
603000,728.915104859,641.067843636
604500,730.43723445,636.26470309
604500,730.43723445,636.26470309
606000,729.266264834,644.474304754
606000,729.266264834,644.474304754
607500,730.019135245,641.311989168
607500,730.019135245,641.311989168
609000,729.888134098,645.535118751
609000,729.888134098,645.535118751
610500,731.159880213,634.086667492
610500,731.159880213,634.086667492
612000,727.496408227,642.357606859
612000,727.496408227,642.357606859
613500,730.935681423,639.692174283
613500,730.935681423,639.692174283
615000,729.718168721,639.632004018
615000,729.718168721,639.632004018
616500,730.827156941,634.310421008
616500,730.827156941,634.310421008
618000,731.360451011,625.831955366
618000,731.360451011,625.831955366
619500,730.039673767,643.174348001
619500,730.039673767,643.174348001
621000,731.9430529,644.378246992
621000,731.9430529,644.378246992
622500,731.892470866,638.878192158
622500,731.892470866,638.878192158
624000,730.52436021,643.289898766
624000,730.52436021,643.289898766
625500,731.459711771,639.053432049
625500,731.459711771,639.053432049
627000,731.985956615,642.055292188
627000,731.985956615,642.055292188
628500,731.553637582,640.068009237
628500,731.553637582,640.068009237
630000,732.118673086,643.050233839
630000,732.118673086,643.050233839
631500,732.000751032,641.65314504
631500,732.000751032,641.65314504
633000,732.163057011,637.417321107
633000,732.163057011,637.417321107
634500,731.703097507,642.423006045
634500,731.703097507,642.423006045
636000,733.605546882,644.239358221
636000,733.605546882,644.239358221
637500,732.576743564,641.49841105
637500,732.576743564,641.49841105
639000,733.504559812,648.17148342
639000,733.504559812,648.17148342
640500,733.343487762,643.278608008
640500,733.343487762,643.278608008
642000,732.635684447,643.725059061
642000,732.635684447,643.725059061
643500,732.984395514,643.507392724
643500,732.984395514,643.507392724
645000,733.438254399,638.784900214
645000,733.438254399,638.784900214
646500,733.922978804,646.657257152
646500,733.922978804,646.657257152
648000,732.340278288,648.158485656
648000,732.340278288,648.158485656
649500,734.688777776,647.344814598
649500,734.688777776,647.344814598
651000,731.639170949,649.103997095
651000,731.639170949,649.103997095
652500,734.455024038,648.804436637
652500,734.455024038,648.804436637
654000,732.481781844,637.88390266
654000,732.481781844,637.88390266
655500,733.95040144,652.247761798
655500,733.95040144,652.247761798
657000,734.600107751,640.983172406
657000,734.600107751,640.983172406
658500,734.183072499,644.883153727
658500,734.183072499,644.883153727
660000,735.185702951,637.270773725
660000,735.185702951,637.270773725
661500,735.25988521,643.920369416
661500,735.25988521,643.920369416
663000,733.536265671,648.529580529
663000,733.536265671,648.529580529
664500,736.249287099,646.615504695
664500,736.249287099,646.615504695
666000,735.899050657,644.345754693
666000,735.899050657,644.345754693
667500,735.573562407,639.460562365
667500,735.573562407,639.460562365
669000,734.91338238,642.896545602
669000,734.91338238,642.896545602
670500,735.856612343,645.076926545
670500,735.856612343,645.076926545
672000,735.446230461,644.776434787
672000,735.446230461,644.776434787
673500,737.030326475,646.82731877
673500,737.030326475,646.82731877
675000,735.407162149,648.311201671
675000,735.407162149,648.311201671
676500,736.682830202,639.649296174
676500,736.682830202,639.649296174
678000,736.330797494,646.291008802
678000,736.330797494,646.291008802
679500,736.632788345,649.324010006
679500,736.632788345,649.324010006
681000,737.026154809,637.005749066
681000,737.026154809,637.005749066
682500,736.406608477,645.447144029
682500,736.406608477,645.447144029
684000,737.630365068,650.73412425
684000,737.630365068,650.73412425
685500,737.519571132,645.792700569
685500,737.519571132,645.792700569
687000,734.263623197,646.353500897
687000,734.263623197,646.353500897
688500,737.665030853,645.63743537
688500,737.665030853,645.63743537
690000,737.21939225,651.883251071
690000,737.21939225,651.883251071
691500,738.414678712,649.393986684
691500,738.414678712,649.393986684
693000,737.743458369,644.10997707
693000,737.743458369,644.10997707
694500,737.156719362,651.97136835
694500,737.156719362,651.97136835
696000,739.429074606,645.802801214
696000,739.429074606,645.802801214
697500,735.77402828,646.109826258
